phrase ids|sentiment values
29850|0.5
29851|0.77778
29852|0.51389
29853|0.58333
29854|0.56944
29855|0.5
29856|0.90278
29857|0.625
29858|0.625
29859|0.5
29860|0.58333
29861|0.34722
29862|0.80556
29863|0.79167
29864|0.5
29865|0.66667
29866|0.26389
29867|0.77778
29868|0.65278
29869|0.72222
29870|0.69444
29871|0.90278
29872|0.83333
29873|0.88889
29874|0.70833
29875|0.51389
29876|0.83333
29877|0.33333
29878|0.41667
29879|0.75
29880|0.30556
29881|0.22222
29882|0.59722
29883|0.58333
29884|0.77778
29885|0.63889
29886|0.54167
29887|0.79167
29888|0.80556
29889|0.18056
29890|0.55556
29891|0.79167
29892|0.45833
29893|0.5
29894|0.5
29895|0.5
29896|0.59722
29897|0.44444
29898|0.5
29899|0.5
29900|0.77778
29901|0.5
29902|0.5
29903|0.5
29904|0.51389
29905|0.5
29906|0.69444
29907|0.5
29908|0.36458
29909|0.5
29910|0.69444
29911|0.86111
29912|0.93056
29913|0.43056
29914|0.66667
29915|0.55556
29916|0.5
29917|0.55556
29918|0.5
29919|0.66667
29920|0.63889
29921|0.65278
29922|0.5
29923|0.69444
29924|0.54167
29925|0.81944
29926|0.95833
29927|0.51389
29928|0.48611
29929|0.5
29930|0.5
29931|0.63889
29932|0.51389
29933|0.44444
29934|0.5
29935|0.52778
29936|0.5
29937|0.55556
29938|0.55556
29939|0.76389
29940|0.80556
29941|0.33333
29942|0.40278
29943|0.65278
29944|0.5
29945|0.95833
29946|0.54167
29947|0.54167
29948|0.72222
29949|0.61111
29950|0.48611
29951|0.375
29952|0.58333
29953|0.65278
29954|0.5
29955|0.22222
29956|0.56944
29957|0.66667
29958|0.47222
29959|0.5
29960|0.79167
29961|0.79167
29962|0.38889
29963|0.70833
29964|0.59722
29965|0.48611
29966|0.79167
29967|0.44444
29968|0.55556
29969|0.47222
29970|0.5
29971|0.36111
29972|0.5
29973|0.5
29974|0.33333
29975|0.5
29976|0.61111
29977|0.43056
29978|0.5
29979|0.52778
29980|0.5
29981|0.80556
29982|0.56944
29983|0.33333
29984|0.65278
29985|0.625
29986|0.82292
29987|0.625
29988|0.75
29989|0.81944
29990|0.23611
29991|0.57292
29992|0.77778
29993|0.83333
29994|0.72222
29995|0.38889
29996|0.625
29997|0.63889
29998|0.59722
29999|0.52778
30000|0.58333
30001|0.55556
30002|0.5
30003|0.51389
30004|0.38889
30005|0.875
30006|0.83333
30007|0.86111
30008|0.83333
30009|0.45833
30010|0.61111
30011|0.59722
30012|0.56944
30013|0.81944
30014|0.88889
30015|0.55556
30016|0.64583
30017|0.25
30018|0.5
30019|0.65278
30020|0.75
30021|0.51389
30022|0.51389
30023|0.72222
30024|0.88889
30025|0.81944
30026|0.76389
30027|0.73611
30028|0.72222
30029|0.56944
30030|0.61111
30031|0.5
30032|0.66667
30033|0.5
30034|0.61111
30035|0.5
30036|0.5
30037|0.52778
30038|0.76042
30039|0.77778
30040|0.69444
30041|0.31944
30042|0.5
30043|0.80556
30044|0.44444
30045|0.72222
30046|0.5
30047|0.5
30048|0.44444
30049|0.47222
30050|0.58333
30051|0.5
30052|0.81944
30053|0.56944
30054|0.68056
30055|0.93056
30056|0.5
30057|0.5
30058|0.26389
30059|0.56944
30060|0.5
30061|0.5
30062|0.5
30063|0.36111
30064|0.45833
30065|0.69444
30066|0.40278
30067|0.5
30068|0.625
30069|0.93056
30070|0.875
30071|0.76389
30072|0.5
30073|0.44444
30074|0.5
30075|0.38889
30076|0.5
30077|0.5
30078|0.5
30079|0.55556
30080|0.27778
30081|0.63889
30082|0.5
30083|0.51389
30084|0.56944
30085|0.70833
30086|0.72222
30087|0.33333
30088|0.5
30089|0.5
30090|0.5
30091|0.5
30092|0.30556
30093|0.55556
30094|0.625
30095|0.88889
30096|0.54167
30097|0.43056
30098|0.59722
30099|0.54167
30100|0.5
30101|0.51389
30102|0.55556
30103|0.75
30104|0.375
30105|0.5
30106|0.5
30107|0.80556
30108|0.69444
30109|0.75
30110|0.45833
30111|0.72222
30112|0.70833
30113|0.625
30114|0.625
30115|0.75
30116|0.76389
30117|0.61111
30118|0.76389
30119|0.72222
30120|0.75
30121|0.77778
30122|0.77778
30123|0.26389
30124|0.31944
30125|0.65278
30126|0.875
30127|0.61111
30128|0.5
30129|0.65278
30130|0.5
30131|0.5
30132|0.70833
30133|0.68056
30134|0.51389
30135|0.81944
30136|0.84722
30137|0.76389
30138|0.15278
30139|0.069444
30140|0.5
30141|0.5
30142|0.45833
30143|0.55556
30144|0.45833
30145|0.40278
30146|0.26389
30147|0.055556
30148|0.5
30149|0.36111
30150|0.59722
30151|0.43056
30152|0.58333
30153|0.61111
30154|0.81944
30155|0.77778
30156|0.52778
30157|0.54167
30158|0.43056
30159|0.27778
30160|0.30556
30161|0.51389
30162|0.59722
30163|0.54167
30164|0.5
30165|0.5
30166|0.36111
30167|0.61111
30168|0.5
30169|0.95833
30170|0.86111
30171|1
30172|0.625
30173|0.61111
30174|0.5
30175|0.55556
30176|0.5
30177|0.56944
30178|0.95833
30179|0.83333
30180|0.5
30181|0.5
30182|0.52778
30183|0.5
30184|0.65278
30185|0.38889
30186|0.77778
30187|0.52778
30188|0.56944
30189|0.5
30190|0.43056
30191|0.5
30192|0.5
30193|0.59722
30194|0.5
30195|0.52778
30196|0.61111
30197|0.56944
30198|0.38889
30199|0.22222
30200|0.11111
30201|0.30556
30202|0.48611
30203|0.5
30204|0.69444
30205|0.80556
30206|0.875
30207|0.5
30208|0.52778
30209|0.84722
30210|0.55556
30211|0.59722
30212|0.81944
30213|0.80556
30214|0.75
30215|0.72222
30216|0.33333
30217|0.70833
30218|0.68056
30219|0.56944
30220|0.56944
30221|0.65278
30222|0.55556
30223|0.56944
30224|0.79167
30225|0.31944
30226|0.30556
30227|0.58333
30228|0.66667
30229|0.47222
30230|0.70833
30231|0.65278
30232|0.55556
30233|0.48611
30234|0.5
30235|0.5
30236|0.58333
30237|0.5
30238|0.375
30239|0.33333
30240|0.5
30241|0.5
30242|0.5
30243|0.52778
30244|0.75
30245|0.61111
30246|0.40278
30247|0.63889
30248|0.51389
30249|0.625
30250|0.55556
30251|0.58333
30252|0.5
30253|0.5
30254|0.59722
30255|0.5
30256|0.94444
30257|0.55556
30258|0.61111
30259|0.38889
30260|0.59722
30261|0.54167
30262|0.51389
30263|0.5
30264|0.77778
30265|0.56944
30266|0.58333
30267|0.86111
30268|0.75
30269|0.77778
30270|0.5
30271|0.44444
30272|0.55556
30273|0.56944
30274|0.83333
30275|0.76389
30276|0.55556
30277|0.5
30278|0.69444
30279|0.52778
30280|0.55556
30281|0.66667
30282|0.5
30283|0.5
30284|0.5
30285|0.44444
30286|0.63889
30287|0.5
30288|0.66667
30289|0.5
30290|0.5
30291|0.63889
30292|0.59722
30293|0.77778
30294|0.81944
30295|0.76389
30296|0.56944
30297|0.66667
30298|0.79167
30299|0.73611
30300|0.56944
30301|0.76389
30302|0.5
30303|0.56944
30304|0.61111
30305|0.30556
30306|0.31944
30307|0.63889
30308|0.27778
30309|0.19444
30310|0.41667
30311|0.55556
30312|0.5
30313|0.30556
30314|0.625
30315|0.61111
30316|0.75
30317|0.77778
30318|0.45833
30319|0.5
30320|0.58333
30321|0.61111
30322|0.625
30323|0.26389
30324|0.40278
30325|0.5
30326|0.61111
30327|0.44444
30328|0.5
30329|0.47222
30330|0.5
30331|0.51389
30332|0.5
30333|0.66667
30334|0.51389
30335|0.56944
30336|0.5
30337|0.5
30338|0.30556
30339|0.41667
30340|0.33333
30341|0.5
30342|0.54167
30343|0.63889
30344|0.63889
30345|0.48611
30346|0.63889
30347|0.80556
30348|0.72222
30349|0.5
30350|0.55556
30351|0.66667
30352|0.52778
30353|0.5
30354|0.55556
30355|0.77778
30356|0.72222
30357|0.76042
30358|0.72222
30359|0.55556
30360|0.63889
30361|0.63889
30362|0.65278
30363|0.52778
30364|0.65278
30365|0.4375
30366|0.41667
30367|0.77778
30368|0.52778
30369|0.5
30370|0.76389
30371|0.66667
30372|0.56944
30373|0.38889
30374|0.55556
30375|0.43056
30376|0.5
30377|0.29167
30378|0.5
30379|0.5
30380|0.5
30381|0.5
30382|0.5
30383|0.45833
30384|0.5
30385|0.75
30386|0.27778
30387|0.23611
30388|0.55556
30389|0.76389
30390|0.72222
30391|0.59722
30392|0.38889
30393|0.44444
30394|0.45833
30395|0.65278
30396|0.61111
30397|0.66667
30398|0.76389
30399|0.5
30400|0.5
30401|0.5
30402|0.73611
30403|0.76389
30404|0.51389
30405|0.45833
30406|0.5
30407|0.77778
30408|0.75
30409|0.61111
30410|0.80556
30411|0.52778
30412|0.83333
30413|0.83333
30414|0.5
30415|0.51389
30416|0.5
30417|0.58333
30418|0.52778
30419|0.5
30420|0.55556
30421|0.81944
30422|0.72222
30423|0.54167
30424|0.66667
30425|0.45833
30426|0.41667
30427|0.52778
30428|0.41667
30429|0.5
30430|0.5
30431|0.20833
30432|0.41667
30433|0.44444
30434|0.65278
30435|0.63889
30436|0.65278
30437|0.81944
30438|0.83333
30439|0.5
30440|0.72222
30441|0.77778
30442|0.5
30443|0.5
30444|0.52778
30445|0.5
30446|0.5
30447|0.72222
30448|0.88889
30449|0.80556
30450|0.27778
30451|0.52778
30452|0.5
30453|0.54167
30454|0.5
30455|0.54167
30456|0.72222
30457|0.61111
30458|0.59722
30459|0.40278
30460|0.61111
30461|0.44444
30462|0.61111
30463|0.66667
30464|0.69444
30465|0.5
30466|0.79167
30467|0.72222
30468|0.44444
30469|0.47222
30470|0.63889
30471|0.18056
30472|0.91667
30473|0.84722
30474|0.88889
30475|0.86111
30476|0.66667
30477|0.66667
30478|0.84722
30479|0.83333
30480|0.94444
30481|0.5
30482|0.55556
30483|0.81944
30484|0.81944
30485|0.69792
30486|0.72222
30487|0.73611
30488|0.5
30489|0.5
30490|0.5
30491|0.68056
30492|0.51042
30493|0.66667
30494|0.51389
30495|0.72917
30496|0.51389
30497|0.27778
30498|0.65278
30499|0.45833
30500|0.54167
30501|0.51389
30502|0.31944
30503|0.875
30504|0.36111
30505|0.55556
30506|0.625
30507|0.55556
30508|0.40278
30509|0.41667
30510|0.51389
30511|0.44444
30512|0.5
30513|0.45833
30514|0.5
30515|0.59722
30516|0.5
30517|0.45833
30518|0.47222
30519|0.5
30520|0.72222
30521|0.27778
30522|0.48611
30523|0.19792
30524|0.70833
30525|0.70833
30526|0.5
30527|0.44792
30528|0.15278
30529|0.69444
30530|0.72222
30531|0.5
30532|0.84722
30533|0.52778
30534|0.5
30535|0.55556
30536|0.69444
30537|0.5
30538|0.88889
30539|0.58333
30540|0.52778
30541|0.5
30542|0.5
30543|0.5
30544|0.51389
30545|0.65278
30546|0.33333
30547|0.38889
30548|0.56944
30549|0.5
30550|0.5
30551|0.45833
30552|0.70833
30553|0.75
30554|0.75
30555|0.5
30556|0.51389
30557|0.68056
30558|0.44444
30559|0.86111
30560|0.40278
30561|0.27778
30562|0.52778
30563|0.63889
30564|0.55556
30565|0.72222
30566|0.625
30567|0.5
30568|0.45833
30569|0.5
30570|0.73611
30571|0.79167
30572|0.52778
30573|0.83333
30574|0.40278
30575|0.40278
30576|0.40625
30577|0.73611
30578|0.58333
30579|0.59722
30580|0.72222
30581|0.79167
30582|0.56944
30583|0.38889
30584|0.72222
30585|0.72222
30586|0.38889
30587|0.47222
30588|0.47222
30589|0.72222
30590|0.73611
30591|0.5
30592|0.5
30593|0.5
30594|0.86111
30595|0.875
30596|0.56944
30597|0.5
30598|0.5
30599|0.54167
30600|0.61111
30601|0.33333
30602|0.5
30603|0.5
30604|0.65278
30605|0.66667
30606|0.5
30607|0.5
30608|0.31944
30609|0.23611
30610|0.5
30611|0.5
30612|0.51389
30613|0.54167
30614|0.26389
30615|0.38889
30616|0.5
30617|0.5
30618|0.16667
30619|0.69444
30620|0.63889
30621|0.5
30622|0.55556
30623|0.5
30624|0.44444
30625|0.75
30626|0.83333
30627|0.80556
30628|0.81944
30629|0.81944
30630|0.72222
30631|0.63889
30632|0.54167
30633|0.84722
30634|0.61111
30635|0.76389
30636|0.63889
30637|0.5
30638|0.54167
30639|0.58333
30640|0.83333
30641|0.47222
30642|0.45833
30643|0.5
30644|0.73611
30645|0.33333
30646|0.66667
30647|0.76389
30648|0.73611
30649|0.66667
30650|0.54167
30651|0.80556
30652|0.5
30653|0.5
30654|0.72222
30655|0.5
30656|0.5
30657|0.90278
30658|0.83333
30659|0.56944
30660|0.61111
30661|0.68056
30662|0.81944
30663|0.65278
30664|0.55556
30665|0.875
30666|0.73611
30667|0.59722
30668|0.83333
30669|0.75
30670|0.66667
30671|0.72222
30672|0.84722
30673|0.86111
30674|0.76389
30675|0.86111
30676|0.72222
30677|0.41667
30678|0.48611
30679|0.91667
30680|0.61111
30681|0.88889
30682|0.51389
30683|0.81944
30684|0.29167
30685|0.65278
30686|0.70833
30687|0.83333
30688|1
30689|0.68056
30690|0.81944
30691|0.86111
30692|0.75
30693|0.47222
30694|0.82292
30695|0.68056
30696|0.72222
30697|0.69444
30698|0.81944
30699|0.72222
30700|0.5
30701|0.44444
30702|0.52778
30703|0.79167
30704|0.88889
30705|0.44444
30706|0.5
30707|0.5
30708|0.5
30709|0.29167
30710|0.625
30711|0.48611
30712|0.43056
30713|0.41667
30714|0.69444
30715|0.36111
30716|0.5
30717|0.5
30718|0.45833
30719|0.63889
30720|0.48611
30721|0.38889
30722|0.69444
30723|0.5
30724|0.5
30725|0.79167
30726|0.77778
30727|0.73611
30728|0.875
30729|0.86111
30730|0.93056
30731|0.375
30732|0.22222
30733|0.29167
30734|0.44444
30735|0.34722
30736|0.44444
30737|0.44444
30738|0.66667
30739|0.44444
30740|0.73611
30741|0.47222
30742|0.45833
30743|0.40278
30744|0.33333
30745|0.44444
30746|0.52778
30747|0.5
30748|0.097222
30749|0.69444
30750|0.97222
30751|0.45833
30752|0.86111
30753|0.83333
30754|0.54167
30755|0.44444
30756|0.65278
30757|0.58333
30758|0.31944
30759|0.5
30760|0.80556
30761|0.63889
30762|0.48611
30763|0.5
30764|0.51389
30765|0.52778
30766|0.5
30767|0.66667
30768|0.34722
30769|0.30556
30770|0.38889
30771|0.375
30772|0.44444
30773|0.36111
30774|0.33333
30775|0.55556
30776|0.5
30777|0.36111
30778|0.55556
30779|0.58333
30780|0.5
30781|0.44444
30782|0.72222
30783|0.5
30784|0.58333
30785|0.79167
30786|0.5
30787|0.81944
30788|0.88889
30789|0.30556
30790|0.5
30791|0.52778
30792|0.43056
30793|0.30556
30794|0.5
30795|0.83333
30796|0.70833
30797|0.5
30798|0.51389
30799|0.51389
30800|0.5
30801|0.86111
30802|0.5
30803|0.5
30804|0.76389
30805|0.48611
30806|0.51389
30807|0.73611
30808|0.5
30809|0.5
30810|0.5
30811|0.83333
30812|0.61111
30813|0.5
30814|0.38889
30815|0.65278
30816|0.59722
30817|0.5
30818|0.875
30819|0.5
30820|0.51389
30821|0.76389
30822|0.93056
30823|0.40278
30824|0.65278
30825|0.72222
30826|0.38889
30827|0.5
30828|0.47222
30829|0.93056
30830|0.34722
30831|0.26389
30832|0.41667
30833|0.097222
30834|0.013889
30835|0.26389
30836|0.11111
30837|0.375
30838|0.43056
30839|0.5
30840|0.73611
30841|0.5
30842|0.5
30843|0.5
30844|0.79167
30845|0.5
30846|0.83333
30847|0.48611
30848|0.38889
30849|0.38889
30850|0.70833
30851|0.45833
30852|0.63889
30853|0.63889
30854|0.19444
30855|0.36111
30856|0.30208
30857|0.68056
30858|0.33333
30859|0.36111
30860|0.30556
30861|0.44444
30862|0.72222
30863|0.66667
30864|0.5
30865|0.51389
30866|0.5
30867|0.54167
30868|0.5
30869|0.5
30870|0.40278
30871|0.33333
30872|0.59722
30873|0.59375
30874|0.52778
30875|0.56944
30876|0.69444
30877|0.51042
30878|0.61111
30879|0.5
30880|0.5
30881|0.5
30882|0.5
30883|0.5
30884|0.77778
30885|0.86111
30886|0.65278
30887|0.61111
30888|0.5
30889|0.5
30890|0.54167
30891|0.40278
30892|0.66667
30893|0.84722
30894|0.48611
30895|0.5
30896|0.5
30897|0.31944
30898|0.27778
30899|0.59722
30900|0.43056
30901|0.5
30902|0.66667
30903|0.5
30904|0.58333
30905|0.72222
30906|0.44444
30907|0.76389
30908|0.47222
30909|0.83333
30910|0.66667
30911|0.5
30912|0.33333
30913|0.65278
30914|0.26389
30915|0.57292
30916|0.61111
30917|0.39583
30918|0.40278
30919|0.26389
30920|0.26389
30921|0.58333
30922|0.43056
30923|0.25
30924|0.36111
30925|0.66667
30926|0.77778
30927|0.88889
30928|0.69444
30929|0.625
30930|0.5
30931|0.38889
30932|0.44444
30933|0.22222
30934|0.36111
30935|0.5
30936|0.40278
30937|0.58333
30938|0.5
30939|0.63889
30940|0.43056
30941|0.61111
30942|0.22222
30943|0.68056
30944|0.27778
30945|0.40278
30946|0.61458
30947|0.58333
30948|0.61111
30949|0.44444
30950|0.81944
30951|0.81944
30952|0.73611
30953|0.93056
30954|0.91667
30955|0.55556
30956|0.5
30957|0.45833
30958|0.59722
30959|0.5
30960|0.55556
30961|0.51389
30962|0.5
30963|0.48611
30964|0.66667
30965|0.61111
30966|0.44444
30967|0.44444
30968|0.34722
30969|0.26389
30970|0.5
30971|0.5
30972|0.63889
30973|0.5
30974|0.5
30975|0.51389
30976|0.5
30977|0.68056
30978|0.5
30979|0.5
30980|0.61111
30981|0.75
30982|0.55556
30983|0.52778
30984|0.80556
30985|0.72222
30986|0.54167
30987|0.69444
30988|0.72222
30989|0.97222
30990|0.81944
30991|0.55556
30992|0.68056
30993|0.72222
30994|0.77778
30995|0.75
30996|0.43056
30997|0.5
30998|0.5625
30999|0.52778
31000|0.56944
31001|0.5
31002|0.55556
31003|0.83333
31004|0.5
31005|0.69444
31006|0.72222
31007|0.55556
31008|0.65278
31009|0.375
31010|0.77778
31011|0.66667
31012|0.375
31013|0.5
31014|0.76389
31015|0.75
31016|0.75
31017|0.68056
31018|0.625
31019|0.80556
31020|0.47222
31021|0.38889
31022|0.55556
31023|0.23611
31024|0.84722
31025|0.81944
31026|0.61111
31027|0.48611
31028|0.51389
31029|0.5
31030|0.5
31031|0.51389
31032|0.69444
31033|0.5
31034|0.59722
31035|0.5
31036|0.73611
31037|0.80556
31038|0.75
31039|0.55556
31040|0.75
31041|0.58333
31042|0.47222
31043|0.76389
31044|0.75
31045|0.44444
31046|0.61111
31047|0.5
31048|0.5
31049|0.5
31050|0.55556
31051|0.61458
31052|0.88889
31053|0.86111
31054|0.55556
31055|0.52778
31056|0.58333
31057|0.55556
31058|0.68056
31059|0.70833
31060|0.375
31061|0.5
31062|0.52083
31063|0.55556
31064|0.61111
31065|0.55556
31066|0.52778
31067|0.79167
31068|0.72222
31069|0.72222
31070|0.84722
31071|0.875
31072|0.61111
31073|0.66667
31074|0.55556
31075|0.5
31076|0.72222
31077|0.86111
31078|0.77778
31079|0.70833
31080|0.31944
31081|0.22222
31082|0.11111
31083|0.94444
31084|0.61111
31085|0.80556
31086|0.72222
31087|0.54167
31088|0.93056
31089|0.34722
31090|0.59722
31091|0.73611
31092|0.66667
31093|0.38889
31094|0.68056
31095|0.81944
31096|0.77778
31097|0.875
31098|0.77778
31099|0.73611
31100|0.61111
31101|0.83333
31102|0.76389
31103|0.73611
31104|0.79167
31105|0.52778
31106|0.84722
31107|0.66667
31108|0.68056
31109|0.77778
31110|0.69444
31111|0.73611
31112|0.55556
31113|0.66667
31114|0.68056
31115|0.77778
31116|0.76389
31117|0.88889
31118|0.56944
31119|0.83333
31120|0.83333
31121|0.76389
31122|0.83333
31123|0.5
31124|0.77778
31125|0.81944
31126|0.72222
31127|0.875
31128|0.72222
31129|0.66667
31130|0.65278
31131|0.44444
31132|0.47222
31133|0.72222
31134|0.64583
31135|0.63889
31136|0.88889
31137|0.61111
31138|0.61111
31139|0.59722
31140|0.48611
31141|0.81944
31142|0.25
31143|0.44444
31144|0.875
31145|0.65278
31146|0.61111
31147|0.5
31148|0.5
31149|0.54167
31150|0.75
31151|0.58333
31152|0.44444
31153|0.84722
31154|0.5
31155|0.375
31156|0.75
31157|0.72222
31158|0.72222
31159|0.88889
31160|0.73611
31161|0.79167
31162|0.72222
31163|0.81944
31164|0.76389
31165|0.88889
31166|0.77778
31167|0.59722
31168|0.5
31169|0.44444
31170|0.5
31171|0.55556
31172|0.5
31173|0.56944
31174|0.77778
31175|0.83333
31176|0.5
31177|0.61111
31178|0.5
31179|0.5
31180|0.55556
31181|0.77778
31182|0.83333
31183|0.81944
31184|0.83333
31185|0.83333
31186|0.875
31187|0.61111
31188|0.625
31189|0.55556
31190|0.5
31191|0.5
31192|0.68056
31193|0.5
31194|0.52778
31195|0.61111
31196|0.5
31197|0.5
31198|0.55556
31199|0.23958
31200|0.5
31201|0.5
31202|0.61111
31203|0.5
31204|0.5
31205|0.5
31206|0.5
31207|0.61111
31208|0.54167
31209|0.66667
31210|0.61111
31211|0.43056
31212|0.69444
31213|0.77778
31214|0.61111
31215|0.72222
31216|0.55556
31217|0.5
31218|0.5
31219|0.51389
31220|0.5
31221|0.63889
31222|0.61111
31223|0.58333
31224|0.5
31225|0.51389
31226|0.63889
31227|0.5
31228|0.59722
31229|0.43056
31230|0.52778
31231|0.5
31232|0.5
31233|0.26389
31234|0.76389
31235|0.83333
31236|0.83333
31237|0.76389
31238|0.54167
31239|0.59722
31240|0.43056
31241|0.63889
31242|0.58333
31243|0.5
31244|0.75
31245|0.5
31246|0.45833
31247|0.51389
31248|0.5
31249|0.69444
31250|0.59722
31251|0.72222
31252|0.91667
31253|0.41667
31254|0.42708
31255|0.55556
31256|0.69444
31257|0.44444
31258|0.65278
31259|0.44444
31260|0.73611
31261|0.625
31262|0.5
31263|0.65278
31264|0.5
31265|0.33333
31266|0.30556
31267|0.76389
31268|0.52778
31269|0.48611
31270|0.66667
31271|0.5
31272|0.58333
31273|0.59722
31274|0.54167
31275|0.76389
31276|0.56944
31277|0.66667
31278|0.47222
31279|0.54167
31280|0.73611
31281|0.47222
31282|0.5
31283|0.48611
31284|0.5
31285|0.5
31286|0.16667
31287|0.083333
31288|0.44444
31289|0.34722
31290|0.5
31291|0.97222
31292|0.5
31293|0.5
31294|0.41667
31295|0.52778
31296|0.5
31297|0.52778
31298|0.54167
31299|0.5
31300|0.4375
31301|0.5
31302|0.72222
31303|0.66667
31304|0.5
31305|0.69444
31306|0.41667
31307|0.55556
31308|0.66667
31309|0.5
31310|0.56944
31311|0.58333
31312|0.51389
31313|0.34722
31314|0.625
31315|0.72222
31316|0.875
31317|0.5
31318|0.5
31319|0.58333
31320|0.86111
31321|0.5
31322|0.29167
31323|0.5
31324|0.5
31325|0.70833
31326|0.5
31327|0.5
31328|0.875
31329|0.94444
31330|0.90278
31331|0.90278
31332|0.84722
31333|0.59722
31334|0.65278
31335|0.3125
31336|0.36111
31337|0.36111
31338|0.33333
31339|0.91667
31340|0.69444
31341|0.88889
31342|0.80556
31343|0.76389
31344|0.375
31345|0.33333
31346|0.98611
31347|0.625
31348|0.5
31349|0.5
31350|0.83333
31351|0.72222
31352|0.38889
31353|0.52778
31354|0.44444
31355|0.47222
31356|0.72222
31357|0.44444
31358|0.51389
31359|0.51389
31360|0.5
31361|0.625
31362|0.54167
31363|0.63889
31364|0.55556
31365|0.66667
31366|0.5
31367|0.52778
31368|0.47222
31369|0.77778
31370|0.83333
31371|0.61111
31372|0.625
31373|0.44444
31374|0.29167
31375|0.83333
31376|0.61111
31377|0.44444
31378|0.86111
31379|0.5
31380|0.68056
31381|0.68056
31382|0.41667
31383|0.5
31384|0.47222
31385|0.44444
31386|0.48611
31387|0.44444
31388|0.5
31389|0.5
31390|0.70833
31391|0.59722
31392|0.80556
31393|0.88889
31394|0.95833
31395|0.77778
31396|0.79167
31397|0.5
31398|0.61111
31399|0.55556
31400|0.5
31401|0.80556
31402|0.83333
31403|0.48611
31404|0.61111
31405|0.46875
31406|0.77778
31407|0.5
31408|0.5
31409|0.82292
31410|0.93056
31411|0.91667
31412|0.72222
31413|0.91667
31414|0.875
31415|0.97222
31416|0.95833
31417|0.625
31418|0.73611
31419|0.69444
31420|0.47222
31421|0.76389
31422|0.76389
31423|0.72222
31424|0.77778
31425|0.5
31426|0.43056
31427|0.95833
31428|0.97222
31429|0.88889
31430|0.65278
31431|0.83333
31432|0.90278
31433|0.55556
31434|0.68056
31435|0.55556
31436|0.26389
31437|0.47222
31438|0.18056
31439|0.30556
31440|0.11111
31441|0.13889
31442|0.5
31443|0.36111
31444|0.75
31445|0.68056
31446|0.63889
31447|0.83333
31448|0.38889
31449|0.45833
31450|0.54167
31451|0.66667
31452|0.34722
31453|0.30556
31454|0.55556
31455|0.77778
31456|0.93056
31457|0.5
31458|0.5
31459|0.5
31460|0.54167
31461|0.69444
31462|0.59722
31463|0.54167
31464|0.5
31465|0.5
31466|0.47222
31467|0.5
31468|0.44444
31469|0.68056
31470|0.5
31471|0.81944
31472|0.69444
31473|0.76389
31474|0.75
31475|0.38889
31476|0.55556
31477|0.79167
31478|0.625
31479|0.58333
31480|0.44444
31481|0.20833
31482|0.26389
31483|0.73611
31484|0.65278
31485|0.51389
31486|0.44444
31487|0.80556
31488|0.5
31489|0.72222
31490|0.75
31491|0.55556
31492|0.69444
31493|0.66667
31494|0.51389
31495|0.5
31496|0.54167
31497|0.73611
31498|0.72917
31499|0.80556
31500|0.88889
31501|0.75
31502|0.70833
31503|0.93056
31504|0.80556
31505|0.68056
31506|0.66667
31507|0.69444
31508|0.55556
31509|0.83333
31510|0.5
31511|0.83333
31512|0.69444
31513|0.97222
31514|0.95833
31515|0.72222
31516|0.70833
31517|0.22222
31518|0.69444
31519|0.86111
31520|0.95833
31521|0.22222
31522|0.30556
31523|0.41667
31524|0.5
31525|0.44444
31526|0.69444
31527|0.54167
31528|0.5
31529|0.52778
31530|0.72222
31531|0.77778
31532|0.83333
31533|0.90278
31534|0.55556
31535|0.63889
31536|0.66667
31537|0.72222
31538|0.58333
31539|0.77778
31540|0.73611
31541|0.625
31542|0.55556
31543|0.66667
31544|0.72222
31545|0.59722
31546|0.5
31547|0.5
31548|0.5
31549|0.81944
31550|0.5
31551|0.63889
31552|0.75
31553|0.68056
31554|0.83333
31555|0.61111
31556|0.61111
31557|0.80556
31558|0.80208
31559|0.88889
31560|0.81944
31561|0.79167
31562|0.36111
31563|0.083333
31564|0.33333
31565|0.41667
31566|0.59722
31567|0.72222
31568|0.44444
31569|0.4375
31570|0.5
31571|0.5
31572|0.5
31573|0.61111
31574|0.61111
31575|0.55556
31576|0.56944
31577|0.51389
31578|0.5
31579|0.61111
31580|0.45833
31581|0.44444
31582|0.44444
31583|0.5
31584|0.63889
31585|0.47222
31586|0.56944
31587|0.52778
31588|0.59722
31589|0.63889
31590|0.33333
31591|0.47222
31592|0.52778
31593|0.52778
31594|0.5
31595|0.63889
31596|0.81944
31597|0.43056
31598|0.75
31599|0.34722
31600|0.5
31601|0.56944
31602|0.65278
31603|0.66667
31604|0.61111
31605|0.83333
31606|0.83333
31607|0.80556
31608|0.43056
31609|0.22222
31610|0.25
31611|0.76389
31612|0.69444
31613|0.5
31614|0.5
31615|0.5
31616|0.65278
31617|0.5
31618|0.5
31619|0.66667
31620|0.75
31621|0.66667
31622|0.81944
31623|0.61111
31624|0.5
31625|0.5
31626|0.75
31627|0.73611
31628|0.5
31629|0.73611
31630|0.5
31631|0.47222
31632|1
31633|0.69444
31634|0.88889
31635|0.5
31636|0.68056
31637|0.81944
31638|0.73611
31639|0.70833
31640|0.56944
31641|0.76389
31642|0.61111
31643|0.56944
31644|0.61111
31645|0.5
31646|0.61111
31647|0.83333
31648|0.63889
31649|0.90278
31650|0.80556
31651|0.70833
31652|0.88889
31653|0.81944
31654|0.77778
